unique_id	genome_name	ko	gene_caller_id	contig	modules_with_ko	ko_definition
51	Amac_BGP6	K01051	3676	NZ_CABDWP010000001	M00081	pectinesterase [EC:3.1.1.11]
52	Amac_BGP6	K01785	211	NZ_CABDWP010000001	M00632	aldose 1-epimerase [EC:5.1.3.3]
53	Amac_BGP6	K01785	3764	NZ_CABDWP010000001	M00632	aldose 1-epimerase [EC:5.1.3.3]
54	Amac_BGP6	K00849	213	NZ_CABDWP010000001	M00632,M00554	galactokinase [EC:2.7.1.6]
55	Amac_BGP6	K00965	212	NZ_CABDWP010000001	M00632,M00554	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
56	Amac_BGP6	K01784	926	NZ_CABDWP010000001	M00632	UDP-glucose 4-epimerase [EC:5.1.3.2]
57	Amac_BGP6	K01684	617	NZ_CABDWP010000001	M00552	galactonate dehydratase [EC:4.2.1.6]
58	Amac_BGP6	K00963	937	NZ_CABDWP010000001	M00129,M00854,M00549	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
59	Amac_BGP6	K00975	1568	NZ_CABDWP010000001	M00854,M00565	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
60	Amac_BGP6	K00703	258	NZ_CABDWP010000001	M00854,M00565	starch synthase [EC:2.4.1.21]
61	Amac_BGP6	K00700	2252	NZ_CABDWP010000001	M00854,M00565	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
62	Amac_BGP6	K00688	1450	NZ_CABDWP010000001	M00855	glycogen phosphorylase [EC:2.4.1.1]
63	Amac_BGP6	K00705	2253	NZ_CABDWP010000001	M00855	4-alpha-glucanotransferase [EC:2.4.1.25]
64	Amac_BGP6	K01200	1874	NZ_CABDWP010000001	M00855	pullulanase [EC:3.2.1.41]
65	Amac_BGP6	K01835	1449	NZ_CABDWP010000001	M00855,M00549	phosphoglucomutase [EC:5.4.2.2]
66	Amac_BGP6	K00820	2790	NZ_CABDWP010000001	M00892,M00909	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]
67	Amac_BGP6	K00820	3638	NZ_CABDWP010000001	M00892,M00909	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]
68	Amac_BGP6	K03431	1787	NZ_CABDWP010000001	M00909	phosphoglucosamine mutase [EC:5.4.2.10]
69	Amac_BGP6	K04042	3641	NZ_CABDWP010000001	M00909	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
70	Amac_BGP6	K01637	2634	NZ_CABDWP010000001	M00012	isocitrate lyase [EC:4.1.3.1]
71	Amac_BGP6	K01638	2636	NZ_CABDWP010000001	M00012	malate synthase [EC:2.3.3.9]
72	Amac_BGP6	K00626	1649	NZ_CABDWP010000001	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
73	Amac_BGP6	K00626	1578	NZ_CABDWP010000001	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
74	Amac_BGP6	K00626	510	NZ_CABDWP010000001	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
75	Amac_BGP6	K00626	1218	NZ_CABDWP010000001	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
76	Amac_BGP6	K03781	2305	NZ_CABDWP010000001	M00532	catalase [EC:1.11.1.6]
77	Amac_BGP6	K03781	3284	NZ_CABDWP010000001	M00532	catalase [EC:1.11.1.6]
78	Amac_BGP6	K03781	404	NZ_CABDWP010000001	M00532	catalase [EC:1.11.1.6]
79	Amac_BGP6	K00600	2516	NZ_CABDWP010000001	M00532,M00346,M00140,M00141	glycine hydroxymethyltransferase [EC:2.1.2.1]
80	Amac_BGP6	K00600	493	NZ_CABDWP010000001	M00532,M00346,M00140,M00141	glycine hydroxymethyltransferase [EC:2.1.2.1]
81	Amac_BGP6	K00830	1943	NZ_CABDWP010000001	M00532,M00346	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
82	Amac_BGP6	K15918	2088	NZ_CABDWP010000001	M00532	D-glycerate 3-kinase [EC:2.7.1.31]
83	Amac_BGP6	K15918	2087	NZ_CABDWP010000001	M00532	D-glycerate 3-kinase [EC:2.7.1.31]
84	Amac_BGP6	K00281	2785	NZ_CABDWP010000001	M00532	glycine dehydrogenase [EC:1.4.4.2]
85	Amac_BGP6	K00605	2787	NZ_CABDWP010000001	M00532	aminomethyltransferase [EC:2.1.2.10]
86	Amac_BGP6	K02437	2786	NZ_CABDWP010000001	M00532	glycine cleavage system H protein
87	Amac_BGP6	K00140	3216	NZ_CABDWP010000001	M00013	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
88	Amac_BGP6	K00140	3112	NZ_CABDWP010000001	M00013	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
89	Amac_BGP6	K01092	2610	NZ_CABDWP010000001	M00131	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
90	Amac_BGP6	K00855	3705	NZ_CABDWP010000001	M00165,M00166,M00611,M00612	phosphoribulokinase [EC:2.7.1.19]
91	Amac_BGP6	K01595	3245	NZ_CABDWP010000001	M00168,M00172,M00171,M00170,M00173,M00374,M00346,M00614	phosphoenolpyruvate carboxylase [EC:4.1.1.31]
92	Amac_BGP6	K00029	3408	NZ_CABDWP010000001	M00169,M00172	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
93	Amac_BGP6	K00029	399	NZ_CABDWP010000001	M00169,M00172	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
94	Amac_BGP6	K01007	1736	NZ_CABDWP010000001	M00173,M00374,M00614	pyruvate, water dikinase [EC:2.7.9.2]
95	Amac_BGP6	K01961	3685	NZ_CABDWP010000001	M00376,M00082,M00613	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
96	Amac_BGP6	K01962	971	NZ_CABDWP010000001	M00376,M00082,M00613	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
97	Amac_BGP6	K01963	2358	NZ_CABDWP010000001	M00376,M00082,M00613	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
98	Amac_BGP6	K02160	3684	NZ_CABDWP010000001	M00376,M00082,M00613	acetyl-CoA carboxylase biotin carboxyl carrier protein
99	Amac_BGP6	K01491	2574	NZ_CABDWP010000001	M00377,M00140,M00618	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
100	Amac_BGP6	K00297	3410	NZ_CABDWP010000001	M00377,M00618	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
101	Amac_BGP6	K13788	1405	NZ_CABDWP010000001	M00579,M00617,M00618	phosphate acetyltransferase [EC:2.3.1.8]
102	Amac_BGP6	K00925	1404	NZ_CABDWP010000001	M00579,M00357,M00617,M00618	acetate kinase [EC:2.7.2.1]
103	Amac_BGP6	K01895	3270	NZ_CABDWP010000001	M00357,M00617	acetyl-CoA synthetase [EC:6.2.1.1]
104	Amac_BGP6	K00018	3813	NZ_CABDWP010000001	M00346	glycerate dehydrogenase [EC:1.1.1.29]
105	Amac_BGP6	K00372	597	NZ_CABDWP010000001	M00531,M00615	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
106	Amac_BGP6	K00362	595	NZ_CABDWP010000001	M00530	nitrite reductase (NADH) large subunit [EC:1.7.1.15]
107	Amac_BGP6	K00363	596	NZ_CABDWP010000001	M00530	nitrite reductase (NADH) small subunit [EC:1.7.1.15]
108	Amac_BGP6	K00955	1203	NZ_CABDWP010000001	M00176,M00616	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
109	Amac_BGP6	K00957	1206	NZ_CABDWP010000001	M00176,M00616	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
110	Amac_BGP6	K00956	1203	NZ_CABDWP010000001	M00176,M00616	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]
111	Amac_BGP6	K00860	1205	NZ_CABDWP010000001	M00176,M00616	adenylylsulfate kinase [EC:2.7.1.25]
112	Amac_BGP6	K00390	3159	NZ_CABDWP010000001	M00176,M00616	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
113	Amac_BGP6	K00380	3161	NZ_CABDWP010000001	M00176,M00616	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
114	Amac_BGP6	K00381	3160	NZ_CABDWP010000001	M00176,M00616	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
115	Amac_BGP6	K00411	733	NZ_CABDWP010000001	M00151,M00152	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
116	Amac_BGP6	K00412	734	NZ_CABDWP010000001	M00151,M00152	ubiquinol-cytochrome c reductase cytochrome b subunit
117	Amac_BGP6	K00413	735	NZ_CABDWP010000001	M00151,M00152	ubiquinol-cytochrome c reductase cytochrome c1 subunit
118	Amac_BGP6	K02257	3786	NZ_CABDWP010000001	M00154	heme o synthase [EC:2.5.1.141]
119	Amac_BGP6	K02257	3667	NZ_CABDWP010000001	M00154	heme o synthase [EC:2.5.1.141]
120	Amac_BGP6	K02258	3792	NZ_CABDWP010000001	M00154	cytochrome c oxidase assembly protein subunit 11
121	Amac_BGP6	K02259	3787	NZ_CABDWP010000001	M00154	cytochrome c oxidase assembly protein subunit 15
122	Amac_BGP6	K02275	3794	NZ_CABDWP010000001	M00155	cytochrome c oxidase subunit II [EC:7.1.1.9]
123	Amac_BGP6	K02274	3793	NZ_CABDWP010000001	M00155	cytochrome c oxidase subunit I [EC:7.1.1.9]
124	Amac_BGP6	K02276	3791	NZ_CABDWP010000001	M00155	cytochrome c oxidase subunit III [EC:7.1.1.9]
125	Amac_BGP6	K00425	3586	NZ_CABDWP010000001	M00153	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
126	Amac_BGP6	K00425	3366	NZ_CABDWP010000001	M00153	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
127	Amac_BGP6	K00426	3585	NZ_CABDWP010000001	M00153	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
128	Amac_BGP6	K00426	3367	NZ_CABDWP010000001	M00153	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
129	Amac_BGP6	K00424	3584	NZ_CABDWP010000001	M00153	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
130	Amac_BGP6	K02297	3671	NZ_CABDWP010000001	M00417	cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
131	Amac_BGP6	K02298	3670	NZ_CABDWP010000001	M00417	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]
132	Amac_BGP6	K02299	3669	NZ_CABDWP010000001	M00417	cytochrome o ubiquinol oxidase subunit III
133	Amac_BGP6	K02300	3668	NZ_CABDWP010000001	M00417	cytochrome o ubiquinol oxidase subunit IV
134	Amac_BGP6	K00404	1983	NZ_CABDWP010000001	M00156	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
135	Amac_BGP6	K00405	1984	NZ_CABDWP010000001	M00156	cytochrome c oxidase cbb3-type subunit II
136	Amac_BGP6	K00407	1985	NZ_CABDWP010000001	M00156	cytochrome c oxidase cbb3-type subunit IV
137	Amac_BGP6	K00406	1986	NZ_CABDWP010000001	M00156	cytochrome c oxidase cbb3-type subunit III
138	Amac_BGP6	K02111	3849	NZ_CABDWP010000001	M00157	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
139	Amac_BGP6	K02112	3847	NZ_CABDWP010000001	M00157	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
140	Amac_BGP6	K02113	3850	NZ_CABDWP010000001	M00157	F-type H+-transporting ATPase subunit delta
141	Amac_BGP6	K02114	3846	NZ_CABDWP010000001	M00157	F-type H+-transporting ATPase subunit epsilon
142	Amac_BGP6	K02115	3848	NZ_CABDWP010000001	M00157	F-type H+-transporting ATPase subunit gamma
143	Amac_BGP6	K02108	3853	NZ_CABDWP010000001	M00157	F-type H+-transporting ATPase subunit a
144	Amac_BGP6	K02109	3851	NZ_CABDWP010000001	M00157	F-type H+-transporting ATPase subunit b
145	Amac_BGP6	K02110	3852	NZ_CABDWP010000001	M00157	F-type H+-transporting ATPase subunit c
146	Amac_BGP6	K00645	1630	NZ_CABDWP010000001	M00082,M00873,M00874	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
147	Amac_BGP6	K00648	1629	NZ_CABDWP010000001	M00082	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
148	Amac_BGP6	K00647	2367	NZ_CABDWP010000001	M00083,M00572	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]
149	Amac_BGP6	K09458	1633	NZ_CABDWP010000001	M00083,M00873,M00874,M00572	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
150	Amac_BGP6	K00059	2130	NZ_CABDWP010000001	M00083,M00874,M00572	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
151	Amac_BGP6	K00059	1631	NZ_CABDWP010000001	M00083,M00874,M00572	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
152	Amac_BGP6	K02372	966	NZ_CABDWP010000001	M00083,M00572	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
153	Amac_BGP6	K01716	1964	NZ_CABDWP010000001	M00083	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
154	Amac_BGP6	K00209	3243	NZ_CABDWP010000001	M00083	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
155	Amac_BGP6	K01897	2420	NZ_CABDWP010000001	M00086	long-chain acyl-CoA synthetase [EC:6.2.1.3]
156	Amac_BGP6	K00249	120	NZ_CABDWP010000001	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
157	Amac_BGP6	K00249	1576	NZ_CABDWP010000001	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
158	Amac_BGP6	K00249	2171	NZ_CABDWP010000001	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
159	Amac_BGP6	K00249	1896	NZ_CABDWP010000001	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
160	Amac_BGP6	K06445	2680	NZ_CABDWP010000001	M00087	acyl-CoA dehydrogenase [EC:1.3.99.-]
161	Amac_BGP6	K06445	2082	NZ_CABDWP010000001	M00087	acyl-CoA dehydrogenase [EC:1.3.99.-]
162	Amac_BGP6	K07516	1648	NZ_CABDWP010000001	M00087	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
163	Amac_BGP6	K01825	511	NZ_CABDWP010000001	M00087	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]
164	Amac_BGP6	K01782	1219	NZ_CABDWP010000001	M00087	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
165	Amac_BGP6	K00632	510	NZ_CABDWP010000001	M00087	acetyl-CoA acyltransferase [EC:2.3.1.16]
166	Amac_BGP6	K01640	1572	NZ_CABDWP010000001	M00088,M00036	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
167	Amac_BGP6	K00019	1377	NZ_CABDWP010000001	M00088	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
168	Amac_BGP6	K00655	3021	NZ_CABDWP010000001	M00089	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
169	Amac_BGP6	K14674	2405	NZ_CABDWP010000001	M00089,M00098	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]
170	Amac_BGP6	K01046	3514	NZ_CABDWP010000001	M00098	triacylglycerol lipase [EC:3.1.1.3]
171	Amac_BGP6	K00981	961	NZ_CABDWP010000001	M00093	phosphatidate cytidylyltransferase [EC:2.7.7.41]
172	Amac_BGP6	K17103	2482	NZ_CABDWP010000001	M00093	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
173	Amac_BGP6	K01613	438	NZ_CABDWP010000001	M00093	phosphatidylserine decarboxylase [EC:4.1.1.65]
174	Amac_BGP6	K00764	2354	NZ_CABDWP010000001	M00048	amidophosphoribosyltransferase [EC:2.4.2.14]
175	Amac_BGP6	K01945	3701	NZ_CABDWP010000001	M00048	phosphoribosylamine---glycine ligase [EC:6.3.4.13]
176	Amac_BGP6	K11175	2080	NZ_CABDWP010000001	M00048	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
177	Amac_BGP6	K01952	978	NZ_CABDWP010000001	M00048	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
178	Amac_BGP6	K01933	2079	NZ_CABDWP010000001	M00048	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
179	Amac_BGP6	K01589	462	NZ_CABDWP010000001	M00048	5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
180	Amac_BGP6	K01588	461	NZ_CABDWP010000001	M00048	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
181	Amac_BGP6	K01923	2051	NZ_CABDWP010000001	M00048	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
182	Amac_BGP6	K01756	1745	NZ_CABDWP010000001	M00048,M00049	adenylosuccinate lyase [EC:4.3.2.2]
183	Amac_BGP6	K00602	3699	NZ_CABDWP010000001	M00048	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
184	Amac_BGP6	K01939	472	NZ_CABDWP010000001	M00049	adenylosuccinate synthase [EC:6.3.4.4]
185	Amac_BGP6	K00939	2457	NZ_CABDWP010000001	M00049	adenylate kinase [EC:2.7.4.3]
186	Amac_BGP6	K00940	2596	NZ_CABDWP010000001	M00049,M00050,M00052,M00053	nucleoside-diphosphate kinase [EC:2.7.4.6]
187	Amac_BGP6	K00088	2583	NZ_CABDWP010000001	M00050	IMP dehydrogenase [EC:1.1.1.205]
188	Amac_BGP6	K01951	2582	NZ_CABDWP010000001	M00050	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
189	Amac_BGP6	K00942	138	NZ_CABDWP010000001	M00050	guanylate kinase [EC:2.7.4.8]
190	Amac_BGP6	K13481	1486	NZ_CABDWP010000001	M00546	xanthine dehydrogenase small subunit [EC:1.17.1.4]
191	Amac_BGP6	K13482	1485	NZ_CABDWP010000001	M00546	xanthine dehydrogenase large subunit [EC:1.17.1.4]
