unique_id	genome_name	ko	gene_caller_id	contig	modules_with_ko	ko_definition
99	Amac_ATCC27126	K00297	3266	NC_018632	M00377,M00618	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
100	Amac_ATCC27126	K13788	1266	NC_018632	M00579,M00617,M00618	phosphate acetyltransferase [EC:2.3.1.8]
101	Amac_ATCC27126	K00925	1265	NC_018632	M00579,M00357,M00617,M00618	acetate kinase [EC:2.7.2.1]
102	Amac_ATCC27126	K01895	3104	NC_018632	M00357,M00617	acetyl-CoA synthetase [EC:6.2.1.1]
103	Amac_ATCC27126	K00018	3715	NC_018632	M00346	glycerate dehydrogenase [EC:1.1.1.29]
104	Amac_ATCC27126	K00372	530	NC_018632	M00531,M00615	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
105	Amac_ATCC27126	K00362	528	NC_018632	M00530	nitrite reductase (NADH) large subunit [EC:1.7.1.15]
106	Amac_ATCC27126	K00363	529	NC_018632	M00530	nitrite reductase (NADH) small subunit [EC:1.7.1.15]
107	Amac_ATCC27126	K00955	1081	NC_018632	M00176,M00616	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
108	Amac_ATCC27126	K00957	1083	NC_018632	M00176,M00616	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
109	Amac_ATCC27126	K00956	1081	NC_018632	M00176,M00616	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]
110	Amac_ATCC27126	K00860	1082	NC_018632	M00176,M00616	adenylylsulfate kinase [EC:2.7.1.25]
111	Amac_ATCC27126	K00390	2996	NC_018632	M00176,M00616	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
112	Amac_ATCC27126	K00380	2998	NC_018632	M00176,M00616	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
113	Amac_ATCC27126	K00381	2997	NC_018632	M00176,M00616	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
114	Amac_ATCC27126	K00411	623	NC_018632	M00151,M00152	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
115	Amac_ATCC27126	K00412	624	NC_018632	M00151,M00152	ubiquinol-cytochrome c reductase cytochrome b subunit
116	Amac_ATCC27126	K00413	625	NC_018632	M00151,M00152	ubiquinol-cytochrome c reductase cytochrome c1 subunit
117	Amac_ATCC27126	K02257	3665	NC_018632	M00154	heme o synthase [EC:2.5.1.141]
118	Amac_ATCC27126	K02257	3549	NC_018632	M00154	heme o synthase [EC:2.5.1.141]
119	Amac_ATCC27126	K02258	3671	NC_018632	M00154	cytochrome c oxidase assembly protein subunit 11
120	Amac_ATCC27126	K02259	3666	NC_018632	M00154	cytochrome c oxidase assembly protein subunit 15
121	Amac_ATCC27126	K02275	3673	NC_018632	M00155	cytochrome c oxidase subunit II [EC:7.1.1.9]
122	Amac_ATCC27126	K02274	3672	NC_018632	M00155	cytochrome c oxidase subunit I [EC:7.1.1.9]
123	Amac_ATCC27126	K02276	3670	NC_018632	M00155	cytochrome c oxidase subunit III [EC:7.1.1.9]
124	Amac_ATCC27126	K00425	3440	NC_018632	M00153	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
125	Amac_ATCC27126	K00425	3220	NC_018632	M00153	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
126	Amac_ATCC27126	K00426	3221	NC_018632	M00153	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
127	Amac_ATCC27126	K00426	3439	NC_018632	M00153	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
128	Amac_ATCC27126	K00424	3438	NC_018632	M00153	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
129	Amac_ATCC27126	K02297	3553	NC_018632	M00417	cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
130	Amac_ATCC27126	K02298	3552	NC_018632	M00417	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]
131	Amac_ATCC27126	K02299	3551	NC_018632	M00417	cytochrome o ubiquinol oxidase subunit III
132	Amac_ATCC27126	K02300	3550	NC_018632	M00417	cytochrome o ubiquinol oxidase subunit IV
133	Amac_ATCC27126	K00404	1865	NC_018632	M00156	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
134	Amac_ATCC27126	K00405	1866	NC_018632	M00156	cytochrome c oxidase cbb3-type subunit II
135	Amac_ATCC27126	K00407	1867	NC_018632	M00156	cytochrome c oxidase cbb3-type subunit IV
136	Amac_ATCC27126	K00406	1868	NC_018632	M00156	cytochrome c oxidase cbb3-type subunit III
137	Amac_ATCC27126	K02111	3750	NC_018632	M00157	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
138	Amac_ATCC27126	K02112	3748	NC_018632	M00157	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
139	Amac_ATCC27126	K02113	3751	NC_018632	M00157	F-type H+-transporting ATPase subunit delta
140	Amac_ATCC27126	K02114	3747	NC_018632	M00157	F-type H+-transporting ATPase subunit epsilon
141	Amac_ATCC27126	K02115	3749	NC_018632	M00157	F-type H+-transporting ATPase subunit gamma
142	Amac_ATCC27126	K02108	3754	NC_018632	M00157	F-type H+-transporting ATPase subunit a
143	Amac_ATCC27126	K02109	3752	NC_018632	M00157	F-type H+-transporting ATPase subunit b
144	Amac_ATCC27126	K02110	3753	NC_018632	M00157	F-type H+-transporting ATPase subunit c
145	Amac_ATCC27126	K00645	1492	NC_018632	M00082,M00873,M00874	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
146	Amac_ATCC27126	K00648	1491	NC_018632	M00082	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
147	Amac_ATCC27126	K00647	2215	NC_018632	M00083,M00572	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]
148	Amac_ATCC27126	K09458	1495	NC_018632	M00083,M00873,M00874,M00572	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
149	Amac_ATCC27126	K00059	1994	NC_018632	M00083,M00874,M00572	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
150	Amac_ATCC27126	K00059	1493	NC_018632	M00083,M00874,M00572	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
151	Amac_ATCC27126	K02372	847	NC_018632	M00083,M00572	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
152	Amac_ATCC27126	K01716	1837	NC_018632	M00083	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
153	Amac_ATCC27126	K00209	3078	NC_018632	M00083	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
154	Amac_ATCC27126	K01897	2266	NC_018632	M00086	long-chain acyl-CoA synthetase [EC:6.2.1.3]
155	Amac_ATCC27126	K00249	1439	NC_018632	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
156	Amac_ATCC27126	K00249	1753	NC_018632	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
157	Amac_ATCC27126	K00249	78	NC_018632	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
158	Amac_ATCC27126	K00249	2031	NC_018632	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
159	Amac_ATCC27126	K06445	2516	NC_018632	M00087	acyl-CoA dehydrogenase [EC:1.3.99.-]
160	Amac_ATCC27126	K06445	1949	NC_018632	M00087	acyl-CoA dehydrogenase [EC:1.3.99.-]
161	Amac_ATCC27126	K07516	1510	NC_018632	M00087	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
162	Amac_ATCC27126	K01825	440	NC_018632	M00087	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]
163	Amac_ATCC27126	K01782	1096	NC_018632	M00087	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
164	Amac_ATCC27126	K00632	439	NC_018632	M00087	acetyl-CoA acyltransferase [EC:2.3.1.16]
165	Amac_ATCC27126	K01640	1435	NC_018632	M00088,M00036	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
166	Amac_ATCC27126	K00019	1240	NC_018632	M00088	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
167	Amac_ATCC27126	K00655	2854	NC_018632	M00089	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
168	Amac_ATCC27126	K14674	2252	NC_018632	M00089,M00098	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]
169	Amac_ATCC27126	K01046	3367	NC_018632	M00098	triacylglycerol lipase [EC:3.1.1.3]
170	Amac_ATCC27126	K00981	842	NC_018632	M00093	phosphatidate cytidylyltransferase [EC:2.7.7.41]
171	Amac_ATCC27126	K17103	2319	NC_018632	M00093	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
172	Amac_ATCC27126	K01613	372	NC_018632	M00093	phosphatidylserine decarboxylase [EC:4.1.1.65]
173	Amac_ATCC27126	K00764	2203	NC_018632	M00048	amidophosphoribosyltransferase [EC:2.4.2.14]
174	Amac_ATCC27126	K01945	3583	NC_018632	M00048	phosphoribosylamine---glycine ligase [EC:6.3.4.13]
175	Amac_ATCC27126	K11175	1947	NC_018632	M00048	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
176	Amac_ATCC27126	K01952	859	NC_018632	M00048	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
177	Amac_ATCC27126	K01933	1946	NC_018632	M00048	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
178	Amac_ATCC27126	K01589	394	NC_018632	M00048	5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
179	Amac_ATCC27126	K01588	393	NC_018632	M00048	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
180	Amac_ATCC27126	K01923	1932	NC_018632	M00048	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
181	Amac_ATCC27126	K01756	1603	NC_018632	M00048,M00049	adenylosuccinate lyase [EC:4.3.2.2]
182	Amac_ATCC27126	K00602	3581	NC_018632	M00048	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
183	Amac_ATCC27126	K01939	404	NC_018632	M00049	adenylosuccinate synthase [EC:6.3.4.4]
184	Amac_ATCC27126	K00939	2303	NC_018632	M00049	adenylate kinase [EC:2.7.4.3]
185	Amac_ATCC27126	K00940	2430	NC_018632	M00049,M00050,M00052,M00053	nucleoside-diphosphate kinase [EC:2.7.4.6]
186	Amac_ATCC27126	K00088	2419	NC_018632	M00050	IMP dehydrogenase [EC:1.1.1.205]
187	Amac_ATCC27126	K01951	2418	NC_018632	M00050	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
188	Amac_ATCC27126	K00942	96	NC_018632	M00050	guanylate kinase [EC:2.7.4.8]
189	Amac_ATCC27126	K13481	1349	NC_018632	M00546	xanthine dehydrogenase small subunit [EC:1.17.1.4]
190	Amac_ATCC27126	K13482	1348	NC_018632	M00546	xanthine dehydrogenase large subunit [EC:1.17.1.4]
191	Amac_ATCC27126	K11177	2561	NC_018632	M00546	xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]
192	Amac_ATCC27126	K11178	2560	NC_018632	M00546	xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
193	Amac_ATCC27126	K13483	2559	NC_018632	M00546	xanthine dehydrogenase YagT iron-sulfur-binding subunit
194	Amac_ATCC27126	K07127	1345	NC_018632	M00546	5-hydroxyisourate hydrolase [EC:3.5.2.17]
195	Amac_ATCC27126	K16840	1346	NC_018632	M00546	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
196	Amac_ATCC27126	K16842	1351	NC_018632	M00546	allantoinase [EC:3.5.2.5]
197	Amac_ATCC27126	K01955	1259	NC_018632	M00051	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
198	Amac_ATCC27126	K01956	1258	NC_018632	M00051	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
199	Amac_ATCC27126	K00609	305	NC_018632	M00051	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
200	Amac_ATCC27126	K01465	1522	NC_018632	M00051	dihydroorotase [EC:3.5.2.3]
201	Amac_ATCC27126	K00254	1831	NC_018632	M00051	dihydroorotate dehydrogenase [EC:1.3.5.2]
202	Amac_ATCC27126	K00762	3731	NC_018632	M00051	orotate phosphoribosyltransferase [EC:2.4.2.10]
203	Amac_ATCC27126	K01591	1912	NC_018632	M00051	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
204	Amac_ATCC27126	K09903	839	NC_018632	M00052	uridylate kinase [EC:2.7.4.22]
205	Amac_ATCC27126	K01937	788	NC_018632	M00052	CTP synthase [EC:6.3.4.2]
206	Amac_ATCC27126	K00525	1923	NC_018632	M00053	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
207	Amac_ATCC27126	K00526	1924	NC_018632	M00053	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]
208	Amac_ATCC27126	K01494	2174	NC_018632	M00053	dCTP deaminase [EC:3.5.4.13]
