unique_id	genome_name	ko	gene_caller_id	contig	modules_with_ko	ko_definition
54	Amac_HOT1A3	K00975	1569	NZ_CP012202	M00854,M00565	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
55	Amac_HOT1A3	K00703	230	NZ_CP012202	M00854,M00565	starch synthase [EC:2.4.1.21]
56	Amac_HOT1A3	K00700	2235	NZ_CP012202	M00854,M00565	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
57	Amac_HOT1A3	K00688	1415	NZ_CP012202	M00855	glycogen phosphorylase [EC:2.4.1.1]
58	Amac_HOT1A3	K00705	2236	NZ_CP012202	M00855	4-alpha-glucanotransferase [EC:2.4.1.25]
59	Amac_HOT1A3	K01200	1873	NZ_CP012202	M00855	pullulanase [EC:3.2.1.41]
60	Amac_HOT1A3	K01835	1414	NZ_CP012202	M00855,M00549	phosphoglucomutase [EC:5.4.2.2]
61	Amac_HOT1A3	K00820	3620	NZ_CP012202	M00892,M00909	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]
62	Amac_HOT1A3	K00820	2774	NZ_CP012202	M00892,M00909	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]
63	Amac_HOT1A3	K03431	1790	NZ_CP012202	M00909	phosphoglucosamine mutase [EC:5.4.2.10]
64	Amac_HOT1A3	K04042	3623	NZ_CP012202	M00909	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
65	Amac_HOT1A3	K01637	2615	NZ_CP012202	M00012	isocitrate lyase [EC:4.1.3.1]
66	Amac_HOT1A3	K01638	2617	NZ_CP012202	M00012	malate synthase [EC:2.3.3.9]
67	Amac_HOT1A3	K00626	1650	NZ_CP012202	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
68	Amac_HOT1A3	K00626	1579	NZ_CP012202	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
69	Amac_HOT1A3	K00626	502	NZ_CP012202	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
70	Amac_HOT1A3	K00626	1183	NZ_CP012202	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
71	Amac_HOT1A3	K03781	385	NZ_CP012202	M00532	catalase [EC:1.11.1.6]
72	Amac_HOT1A3	K03781	2291	NZ_CP012202	M00532	catalase [EC:1.11.1.6]
73	Amac_HOT1A3	K03781	3247	NZ_CP012202	M00532	catalase [EC:1.11.1.6]
74	Amac_HOT1A3	K00600	2496	NZ_CP012202	M00532,M00346,M00140,M00141	glycine hydroxymethyltransferase [EC:2.1.2.1]
75	Amac_HOT1A3	K00600	474	NZ_CP012202	M00532,M00346,M00140,M00141	glycine hydroxymethyltransferase [EC:2.1.2.1]
76	Amac_HOT1A3	K00830	1941	NZ_CP012202	M00532,M00346	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
77	Amac_HOT1A3	K15918	2069	NZ_CP012202	M00532	D-glycerate 3-kinase [EC:2.7.1.31]
78	Amac_HOT1A3	K15918	2070	NZ_CP012202	M00532	D-glycerate 3-kinase [EC:2.7.1.31]
79	Amac_HOT1A3	K00281	2769	NZ_CP012202	M00532	glycine dehydrogenase [EC:1.4.4.2]
80	Amac_HOT1A3	K00605	2771	NZ_CP012202	M00532	aminomethyltransferase [EC:2.1.2.10]
81	Amac_HOT1A3	K02437	2770	NZ_CP012202	M00532	glycine cleavage system H protein
82	Amac_HOT1A3	K00140	3073	NZ_CP012202	M00013	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
83	Amac_HOT1A3	K00140	3180	NZ_CP012202	M00013	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
84	Amac_HOT1A3	K01092	2591	NZ_CP012202	M00131	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
85	Amac_HOT1A3	K00855	3696	NZ_CP012202	M00165,M00166,M00611,M00612	phosphoribulokinase [EC:2.7.1.19]
86	Amac_HOT1A3	K01595	3209	NZ_CP012202	M00168,M00172,M00171,M00170,M00173,M00374,M00346,M00614	phosphoenolpyruvate carboxylase [EC:4.1.1.31]
87	Amac_HOT1A3	K00029	3394	NZ_CP012202	M00169,M00172	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
88	Amac_HOT1A3	K00029	381	NZ_CP012202	M00169,M00172	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
89	Amac_HOT1A3	K01007	1739	NZ_CP012202	M00173,M00374,M00614	pyruvate, water dikinase [EC:2.7.9.2]
90	Amac_HOT1A3	K01961	3675	NZ_CP012202	M00376,M00082,M00613	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
91	Amac_HOT1A3	K01962	947	NZ_CP012202	M00376,M00082,M00613	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
92	Amac_HOT1A3	K01963	2348	NZ_CP012202	M00376,M00082,M00613	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
93	Amac_HOT1A3	K02160	3674	NZ_CP012202	M00376,M00082,M00613	acetyl-CoA carboxylase biotin carboxyl carrier protein
94	Amac_HOT1A3	K01491	2555	NZ_CP012202	M00377,M00140,M00618	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
95	Amac_HOT1A3	K00297	3396	NZ_CP012202	M00377,M00618	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
96	Amac_HOT1A3	K13788	1367	NZ_CP012202	M00579,M00617,M00618	phosphate acetyltransferase [EC:2.3.1.8]
97	Amac_HOT1A3	K00925	1366	NZ_CP012202	M00579,M00357,M00617,M00618	acetate kinase [EC:2.7.2.1]
98	Amac_HOT1A3	K01895	3234	NZ_CP012202	M00357,M00617	acetyl-CoA synthetase [EC:6.2.1.1]
99	Amac_HOT1A3	K00018	3783	NZ_CP012202	M00346	glycerate dehydrogenase [EC:1.1.1.29]
100	Amac_HOT1A3	K00372	594	NZ_CP012202	M00531,M00615	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
101	Amac_HOT1A3	K00362	592	NZ_CP012202	M00530	nitrite reductase (NADH) large subunit [EC:1.7.1.15]
102	Amac_HOT1A3	K00363	593	NZ_CP012202	M00530	nitrite reductase (NADH) small subunit [EC:1.7.1.15]
103	Amac_HOT1A3	K00955	1168	NZ_CP012202	M00176,M00616	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
104	Amac_HOT1A3	K00957	1171	NZ_CP012202	M00176,M00616	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
105	Amac_HOT1A3	K00956	1168	NZ_CP012202	M00176,M00616	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]
106	Amac_HOT1A3	K00860	1170	NZ_CP012202	M00176,M00616	adenylylsulfate kinase [EC:2.7.1.25]
107	Amac_HOT1A3	K00390	3121	NZ_CP012202	M00176,M00616	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
108	Amac_HOT1A3	K00380	3123	NZ_CP012202	M00176,M00616	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
109	Amac_HOT1A3	K00381	3122	NZ_CP012202	M00176,M00616	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
110	Amac_HOT1A3	K00411	702	NZ_CP012202	M00151,M00152	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
111	Amac_HOT1A3	K00412	703	NZ_CP012202	M00151,M00152	ubiquinol-cytochrome c reductase cytochrome b subunit
112	Amac_HOT1A3	K00413	704	NZ_CP012202	M00151,M00152	ubiquinol-cytochrome c reductase cytochrome c1 subunit
113	Amac_HOT1A3	K02257	3649	NZ_CP012202	M00154	heme o synthase [EC:2.5.1.141]
114	Amac_HOT1A3	K02257	3756	NZ_CP012202	M00154	heme o synthase [EC:2.5.1.141]
115	Amac_HOT1A3	K02258	3762	NZ_CP012202	M00154	cytochrome c oxidase assembly protein subunit 11
116	Amac_HOT1A3	K02259	3757	NZ_CP012202	M00154	cytochrome c oxidase assembly protein subunit 15
117	Amac_HOT1A3	K02275	3764	NZ_CP012202	M00155	cytochrome c oxidase subunit II [EC:7.1.1.9]
118	Amac_HOT1A3	K02274	3763	NZ_CP012202	M00155	cytochrome c oxidase subunit I [EC:7.1.1.9]
119	Amac_HOT1A3	K02276	3761	NZ_CP012202	M00155	cytochrome c oxidase subunit III [EC:7.1.1.9]
120	Amac_HOT1A3	K00425	3573	NZ_CP012202	M00153	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
121	Amac_HOT1A3	K00425	3351	NZ_CP012202	M00153	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
122	Amac_HOT1A3	K00426	3352	NZ_CP012202	M00153	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
123	Amac_HOT1A3	K00426	3572	NZ_CP012202	M00153	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
124	Amac_HOT1A3	K00424	3571	NZ_CP012202	M00153	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
125	Amac_HOT1A3	K02297	3653	NZ_CP012202	M00417	cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
126	Amac_HOT1A3	K02298	3652	NZ_CP012202	M00417	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]
127	Amac_HOT1A3	K02299	3651	NZ_CP012202	M00417	cytochrome o ubiquinol oxidase subunit III
128	Amac_HOT1A3	K02300	3650	NZ_CP012202	M00417	cytochrome o ubiquinol oxidase subunit IV
129	Amac_HOT1A3	K00404	1979	NZ_CP012202	M00156	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
130	Amac_HOT1A3	K00405	1980	NZ_CP012202	M00156	cytochrome c oxidase cbb3-type subunit II
131	Amac_HOT1A3	K00407	1981	NZ_CP012202	M00156	cytochrome c oxidase cbb3-type subunit IV
132	Amac_HOT1A3	K00406	1982	NZ_CP012202	M00156	cytochrome c oxidase cbb3-type subunit III
133	Amac_HOT1A3	K02111	3819	NZ_CP012202	M00157	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
134	Amac_HOT1A3	K02112	3817	NZ_CP012202	M00157	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
135	Amac_HOT1A3	K02113	3820	NZ_CP012202	M00157	F-type H+-transporting ATPase subunit delta
136	Amac_HOT1A3	K02114	3816	NZ_CP012202	M00157	F-type H+-transporting ATPase subunit epsilon
137	Amac_HOT1A3	K02115	3818	NZ_CP012202	M00157	F-type H+-transporting ATPase subunit gamma
138	Amac_HOT1A3	K02108	3823	NZ_CP012202	M00157	F-type H+-transporting ATPase subunit a
139	Amac_HOT1A3	K02109	3821	NZ_CP012202	M00157	F-type H+-transporting ATPase subunit b
140	Amac_HOT1A3	K02110	3822	NZ_CP012202	M00157	F-type H+-transporting ATPase subunit c
141	Amac_HOT1A3	K00645	1631	NZ_CP012202	M00082,M00873,M00874	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
142	Amac_HOT1A3	K00648	987	NZ_CP012202	M00082	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
143	Amac_HOT1A3	K00648	1630	NZ_CP012202	M00082	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
144	Amac_HOT1A3	K00647	2358	NZ_CP012202	M00083,M00572	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]
145	Amac_HOT1A3	K09458	1634	NZ_CP012202	M00083,M00873,M00874,M00572	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
146	Amac_HOT1A3	K00059	1632	NZ_CP012202	M00083,M00874,M00572	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
147	Amac_HOT1A3	K00059	2111	NZ_CP012202	M00083,M00874,M00572	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
148	Amac_HOT1A3	K02372	942	NZ_CP012202	M00083,M00572	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
149	Amac_HOT1A3	K01716	1962	NZ_CP012202	M00083	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
150	Amac_HOT1A3	K00209	3207	NZ_CP012202	M00083	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
151	Amac_HOT1A3	K01897	2410	NZ_CP012202	M00086	long-chain acyl-CoA synthetase [EC:6.2.1.3]
152	Amac_HOT1A3	K00249	80	NZ_CP012202	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
153	Amac_HOT1A3	K00249	1577	NZ_CP012202	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
154	Amac_HOT1A3	K00249	1896	NZ_CP012202	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
155	Amac_HOT1A3	K00249	2151	NZ_CP012202	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
156	Amac_HOT1A3	K06445	2064	NZ_CP012202	M00087	acyl-CoA dehydrogenase [EC:1.3.99.-]
157	Amac_HOT1A3	K06445	2666	NZ_CP012202	M00087	acyl-CoA dehydrogenase [EC:1.3.99.-]
158	Amac_HOT1A3	K07516	1649	NZ_CP012202	M00087	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
159	Amac_HOT1A3	K01825	503	NZ_CP012202	M00087	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]
160	Amac_HOT1A3	K01782	1184	NZ_CP012202	M00087	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
161	Amac_HOT1A3	K00632	502	NZ_CP012202	M00087	acetyl-CoA acyltransferase [EC:2.3.1.16]
162	Amac_HOT1A3	K01640	1573	NZ_CP012202	M00088,M00036	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
163	Amac_HOT1A3	K00019	1341	NZ_CP012202	M00088	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
164	Amac_HOT1A3	K00655	2989	NZ_CP012202	M00089	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
165	Amac_HOT1A3	K14674	2396	NZ_CP012202	M00089,M00098	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]
166	Amac_HOT1A3	K01046	3501	NZ_CP012202	M00098	triacylglycerol lipase [EC:3.1.1.3]
167	Amac_HOT1A3	K00981	937	NZ_CP012202	M00093	phosphatidate cytidylyltransferase [EC:2.7.7.41]
168	Amac_HOT1A3	K17103	2461	NZ_CP012202	M00093	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
169	Amac_HOT1A3	K01613	418	NZ_CP012202	M00093	phosphatidylserine decarboxylase [EC:4.1.1.65]
170	Amac_HOT1A3	K00764	2344	NZ_CP012202	M00048	amidophosphoribosyltransferase [EC:2.4.2.14]
171	Amac_HOT1A3	K01945	3692	NZ_CP012202	M00048	phosphoribosylamine---glycine ligase [EC:6.3.4.13]
172	Amac_HOT1A3	K11175	2062	NZ_CP012202	M00048	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
173	Amac_HOT1A3	K01952	954	NZ_CP012202	M00048	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
174	Amac_HOT1A3	K01933	2061	NZ_CP012202	M00048	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
175	Amac_HOT1A3	K01589	443	NZ_CP012202	M00048	5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
176	Amac_HOT1A3	K01588	442	NZ_CP012202	M00048	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
177	Amac_HOT1A3	K01923	2047	NZ_CP012202	M00048	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
178	Amac_HOT1A3	K01756	1748	NZ_CP012202	M00048,M00049	adenylosuccinate lyase [EC:4.3.2.2]
179	Amac_HOT1A3	K00602	3690	NZ_CP012202	M00048	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
180	Amac_HOT1A3	K01939	453	NZ_CP012202	M00049	adenylosuccinate synthase [EC:6.3.4.4]
181	Amac_HOT1A3	K00939	2447	NZ_CP012202	M00049	adenylate kinase [EC:2.7.4.3]
182	Amac_HOT1A3	K00940	2577	NZ_CP012202	M00049,M00050,M00052,M00053	nucleoside-diphosphate kinase [EC:2.7.4.6]
183	Amac_HOT1A3	K00088	2564	NZ_CP012202	M00050	IMP dehydrogenase [EC:1.1.1.205]
184	Amac_HOT1A3	K01951	2563	NZ_CP012202	M00050	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
185	Amac_HOT1A3	K00942	98	NZ_CP012202	M00050	guanylate kinase [EC:2.7.4.8]
186	Amac_HOT1A3	K13481	1487	NZ_CP012202	M00546	xanthine dehydrogenase small subunit [EC:1.17.1.4]
187	Amac_HOT1A3	K13482	1486	NZ_CP012202	M00546	xanthine dehydrogenase large subunit [EC:1.17.1.4]
188	Amac_HOT1A3	K11177	2715	NZ_CP012202	M00546	xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]
189	Amac_HOT1A3	K11178	2714	NZ_CP012202	M00546	xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
190	Amac_HOT1A3	K13483	2713	NZ_CP012202	M00546	xanthine dehydrogenase YagT iron-sulfur-binding subunit
191	Amac_HOT1A3	K07127	1483	NZ_CP012202	M00546	5-hydroxyisourate hydrolase [EC:3.5.2.17]
192	Amac_HOT1A3	K16840	1484	NZ_CP012202	M00546	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
193	Amac_HOT1A3	K16842	1489	NZ_CP012202	M00546	allantoinase [EC:3.5.2.5]
194	Amac_HOT1A3	K01955	1359	NZ_CP012202	M00051	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
195	Amac_HOT1A3	K01956	1358	NZ_CP012202	M00051	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
196	Amac_HOT1A3	K00609	351	NZ_CP012202	M00051	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
197	Amac_HOT1A3	K00254	1956	NZ_CP012202	M00051	dihydroorotate dehydrogenase [EC:1.3.5.2]
