unique_id	genome_name	ko	gene_caller_id	contig	modules_with_ko	ko_definition
14	Amac_MIT1002	K00382	2769	NZ_CABDXM010000001	M00307,M00009,M00011,M00532,M00036,M00032	dihydrolipoamide dehydrogenase [EC:1.8.1.4]
15	Amac_MIT1002	K01647	1790	NZ_CABDXM010000001	M00009,M00010,M00012,M00740	citrate synthase [EC:2.3.3.1]
16	Amac_MIT1002	K01681	349	NZ_CABDXM010000001	M00009,M00010,M00012,M00740,M00173,M00614	aconitate hydratase [EC:4.2.1.3]
17	Amac_MIT1002	K01682	717	NZ_CABDXM010000001	M00009,M00010,M00012,M00173,M00614	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
18	Amac_MIT1002	K01682	711	NZ_CABDXM010000001	M00009,M00010,M00012,M00173,M00614	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
19	Amac_MIT1002	K00030	920	NZ_CABDXM010000001	M00009,M00010	isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
20	Amac_MIT1002	K00164	1795	NZ_CABDXM010000001	M00009,M00011	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
21	Amac_MIT1002	K00658	1796	NZ_CABDXM010000001	M00009,M00011,M00032	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
22	Amac_MIT1002	K01902	1798	NZ_CABDXM010000001	M00009,M00011,M00173,M00374,M00620,M00614	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
23	Amac_MIT1002	K01903	1797	NZ_CABDXM010000001	M00009,M00011,M00173,M00374,M00620,M00614	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
24	Amac_MIT1002	K00239	1793	NZ_CABDXM010000001	M00009,M00011,M00173,M00376,M00374,M00149,M00613,M00614	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
25	Amac_MIT1002	K00240	1794	NZ_CABDXM010000001	M00009,M00011,M00173,M00376,M00374,M00149,M00613,M00614	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
26	Amac_MIT1002	K00241	1791	NZ_CABDXM010000001	M00009,M00011,M00173,M00376,M00374,M00149,M00613,M00614	succinate dehydrogenase / fumarate reductase, cytochrome b subunit
27	Amac_MIT1002	K00242	1792	NZ_CABDXM010000001	M00009,M00011,M00173,M00149,M00613,M00614	succinate dehydrogenase / fumarate reductase, membrane anchor subunit
28	Amac_MIT1002	K01676	1856	NZ_CABDXM010000001	M00009,M00011,M00173,M00613,M00614	fumarate hydratase, class I [EC:4.2.1.2]
29	Amac_MIT1002	K01679	2934	NZ_CABDXM010000001	M00009,M00011,M00173,M00376,M00613,M00614	fumarate hydratase, class II [EC:4.2.1.2]
30	Amac_MIT1002	K00036	2227	NZ_CABDXM010000001	M00004,M00006,M00008	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
31	Amac_MIT1002	K01057	2226	NZ_CABDXM010000001	M00004,M00006,M00008	6-phosphogluconolactonase [EC:3.1.1.31]
32	Amac_MIT1002	K00033	2217	NZ_CABDXM010000001	M00004,M00006	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
33	Amac_MIT1002	K01783	403	NZ_CABDXM010000001	M00004,M00007	ribulose-phosphate 3-epimerase [EC:5.1.3.1]
34	Amac_MIT1002	K01807	2759	NZ_CABDXM010000001	M00004,M00007,M00580,M00165,M00167,M00611,M00612	ribose 5-phosphate isomerase A [EC:5.3.1.6]
35	Amac_MIT1002	K00615	802	NZ_CABDXM010000001	M00004,M00007,M00165,M00167,M00611,M00612	transketolase [EC:2.2.1.1]
36	Amac_MIT1002	K00616	2848	NZ_CABDXM010000001	M00004,M00007	transaldolase [EC:2.2.1.2]
37	Amac_MIT1002	K00948	1389	NZ_CABDXM010000001	M00005	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
38	Amac_MIT1002	K01690	2225	NZ_CABDXM010000001	M00008	phosphogluconate dehydratase [EC:4.2.1.12]
39	Amac_MIT1002	K01625	2251	NZ_CABDXM010000001	M00008,M00308,M00631,M00061	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
40	Amac_MIT1002	K01625	2223	NZ_CABDXM010000001	M00008,M00308,M00631,M00061	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
41	Amac_MIT1002	K00874	3058	NZ_CABDXM010000001	M00308,M00631,M00061	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
42	Amac_MIT1002	K00874	2252	NZ_CABDXM010000001	M00308,M00631,M00061	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
43	Amac_MIT1002	K00012	3285	NZ_CABDXM010000001	M00014,M00129	UDPglucose 6-dehydrogenase [EC:1.1.1.22]
44	Amac_MIT1002	K01812	2249	NZ_CABDXM010000001	M00631,M00061	glucuronate isomerase [EC:5.3.1.12]
45	Amac_MIT1002	K01685	2248	NZ_CABDXM010000001	M00631	altronate hydrolase [EC:4.2.1.7]
46	Amac_MIT1002	K01051	2264	NZ_CABDXM010000001	M00081	pectinesterase [EC:3.1.1.11]
47	Amac_MIT1002	K01051	3652	NZ_CABDXM010000001	M00081	pectinesterase [EC:3.1.1.11]
48	Amac_MIT1002	K01785	175	NZ_CABDXM010000001	M00632	aldose 1-epimerase [EC:5.1.3.3]
49	Amac_MIT1002	K00849	177	NZ_CABDXM010000001	M00632,M00554	galactokinase [EC:2.7.1.6]
50	Amac_MIT1002	K00965	176	NZ_CABDXM010000001	M00632,M00554	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
51	Amac_MIT1002	K01784	907	NZ_CABDXM010000001	M00632	UDP-glucose 4-epimerase [EC:5.1.3.2]
52	Amac_MIT1002	K01684	671	NZ_CABDXM010000001	M00552	galactonate dehydratase [EC:4.2.1.6]
53	Amac_MIT1002	K00963	918	NZ_CABDXM010000001	M00129,M00854,M00549	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
54	Amac_MIT1002	K00975	1529	NZ_CABDXM010000001	M00854,M00565	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
55	Amac_MIT1002	K00975	930	NZ_CABDXM010000001	M00854,M00565	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
56	Amac_MIT1002	K00703	223	NZ_CABDXM010000001	M00854,M00565	starch synthase [EC:2.4.1.21]
57	Amac_MIT1002	K00700	2219	NZ_CABDXM010000001	M00854,M00565	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
58	Amac_MIT1002	K00688	1411	NZ_CABDXM010000001	M00855	glycogen phosphorylase [EC:2.4.1.1]
59	Amac_MIT1002	K00705	2220	NZ_CABDXM010000001	M00855	4-alpha-glucanotransferase [EC:2.4.1.25]
60	Amac_MIT1002	K01200	1802	NZ_CABDXM010000001	M00855	pullulanase [EC:3.2.1.41]
61	Amac_MIT1002	K01835	1410	NZ_CABDXM010000001	M00855,M00549	phosphoglucomutase [EC:5.4.2.2]
62	Amac_MIT1002	K00820	3614	NZ_CABDXM010000001	M00892,M00909	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]
63	Amac_MIT1002	K03431	1719	NZ_CABDXM010000001	M00909	phosphoglucosamine mutase [EC:5.4.2.10]
64	Amac_MIT1002	K04042	3617	NZ_CABDXM010000001	M00909	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
65	Amac_MIT1002	K01637	2608	NZ_CABDXM010000001	M00012	isocitrate lyase [EC:4.1.3.1]
66	Amac_MIT1002	K01638	2610	NZ_CABDXM010000001	M00012	malate synthase [EC:2.3.3.9]
67	Amac_MIT1002	K00626	529	NZ_CABDXM010000001	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
68	Amac_MIT1002	K00626	1539	NZ_CABDXM010000001	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
69	Amac_MIT1002	K00626	1612	NZ_CABDXM010000001	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
70	Amac_MIT1002	K00626	1193	NZ_CABDXM010000001	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
71	Amac_MIT1002	K03781	2321	NZ_CABDXM010000001	M00532	catalase [EC:1.11.1.6]
72	Amac_MIT1002	K03781	422	NZ_CABDXM010000001	M00532	catalase [EC:1.11.1.6]
73	Amac_MIT1002	K03781	3269	NZ_CABDXM010000001	M00532	catalase [EC:1.11.1.6]
74	Amac_MIT1002	K03781	2278	NZ_CABDXM010000001	M00532	catalase [EC:1.11.1.6]
75	Amac_MIT1002	K00600	2488	NZ_CABDXM010000001	M00532,M00346,M00140,M00141	glycine hydroxymethyltransferase [EC:2.1.2.1]
76	Amac_MIT1002	K00600	511	NZ_CABDXM010000001	M00532,M00346,M00140,M00141	glycine hydroxymethyltransferase [EC:2.1.2.1]
77	Amac_MIT1002	K00830	1866	NZ_CABDXM010000001	M00532,M00346	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
78	Amac_MIT1002	K15918	2056	NZ_CABDXM010000001	M00532	D-glycerate 3-kinase [EC:2.7.1.31]
79	Amac_MIT1002	K15918	2055	NZ_CABDXM010000001	M00532	D-glycerate 3-kinase [EC:2.7.1.31]
80	Amac_MIT1002	K00281	2744	NZ_CABDXM010000001	M00532	glycine dehydrogenase [EC:1.4.4.2]
81	Amac_MIT1002	K00605	2746	NZ_CABDXM010000001	M00532	aminomethyltransferase [EC:2.1.2.10]
82	Amac_MIT1002	K02437	2745	NZ_CABDXM010000001	M00532	glycine cleavage system H protein
83	Amac_MIT1002	K00140	3201	NZ_CABDXM010000001	M00013	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
84	Amac_MIT1002	K00140	3081	NZ_CABDXM010000001	M00013	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
85	Amac_MIT1002	K01092	2584	NZ_CABDXM010000001	M00131	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
86	Amac_MIT1002	K00855	3684	NZ_CABDXM010000001	M00165,M00166,M00611,M00612	phosphoribulokinase [EC:2.7.1.19]
87	Amac_MIT1002	K01595	3230	NZ_CABDXM010000001	M00168,M00172,M00171,M00170,M00173,M00374,M00346,M00614	phosphoenolpyruvate carboxylase [EC:4.1.1.31]
88	Amac_MIT1002	K00029	417	NZ_CABDXM010000001	M00169,M00172	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
89	Amac_MIT1002	K00029	3390	NZ_CABDXM010000001	M00169,M00172	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
90	Amac_MIT1002	K01007	1668	NZ_CABDXM010000001	M00173,M00374,M00614	pyruvate, water dikinase [EC:2.7.9.2]
91	Amac_MIT1002	K01961	3661	NZ_CABDXM010000001	M00376,M00082,M00613	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
92	Amac_MIT1002	K01962	954	NZ_CABDXM010000001	M00376,M00082,M00613	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
93	Amac_MIT1002	K01963	2334	NZ_CABDXM010000001	M00376,M00082,M00613	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
94	Amac_MIT1002	K02160	3660	NZ_CABDXM010000001	M00376,M00082,M00613	acetyl-CoA carboxylase biotin carboxyl carrier protein
95	Amac_MIT1002	K01491	2547	NZ_CABDXM010000001	M00377,M00140,M00618	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
96	Amac_MIT1002	K00297	3392	NZ_CABDXM010000001	M00377,M00618	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
97	Amac_MIT1002	K13788	1365	NZ_CABDXM010000001	M00579,M00617,M00618	phosphate acetyltransferase [EC:2.3.1.8]
98	Amac_MIT1002	K00925	1364	NZ_CABDXM010000001	M00579,M00357,M00617,M00618	acetate kinase [EC:2.7.2.1]
99	Amac_MIT1002	K01895	3255	NZ_CABDXM010000001	M00357,M00617	acetyl-CoA synthetase [EC:6.2.1.1]
100	Amac_MIT1002	K00018	3770	NZ_CABDXM010000001	M00346	glycerate dehydrogenase [EC:1.1.1.29]
101	Amac_MIT1002	K00372	652	NZ_CABDXM010000001	M00531,M00615	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
102	Amac_MIT1002	K00362	650	NZ_CABDXM010000001	M00530	nitrite reductase (NADH) large subunit [EC:1.7.1.15]
103	Amac_MIT1002	K00363	651	NZ_CABDXM010000001	M00530	nitrite reductase (NADH) small subunit [EC:1.7.1.15]
104	Amac_MIT1002	K00955	1178	NZ_CABDXM010000001	M00176,M00616	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
105	Amac_MIT1002	K00957	1181	NZ_CABDXM010000001	M00176,M00616	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
106	Amac_MIT1002	K00956	1178	NZ_CABDXM010000001	M00176,M00616	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]
107	Amac_MIT1002	K00860	1180	NZ_CABDXM010000001	M00176,M00616	adenylylsulfate kinase [EC:2.7.1.25]
108	Amac_MIT1002	K00390	3125	NZ_CABDXM010000001	M00176,M00616	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
109	Amac_MIT1002	K00380	3127	NZ_CABDXM010000001	M00176,M00616	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
110	Amac_MIT1002	K00381	3126	NZ_CABDXM010000001	M00176,M00616	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
111	Amac_MIT1002	K00411	758	NZ_CABDXM010000001	M00151,M00152	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
112	Amac_MIT1002	K00412	759	NZ_CABDXM010000001	M00151,M00152	ubiquinol-cytochrome c reductase cytochrome b subunit
113	Amac_MIT1002	K00413	760	NZ_CABDXM010000001	M00151,M00152	ubiquinol-cytochrome c reductase cytochrome c1 subunit
114	Amac_MIT1002	K02257	3643	NZ_CABDXM010000001	M00154	heme o synthase [EC:2.5.1.141]
115	Amac_MIT1002	K02257	3743	NZ_CABDXM010000001	M00154	heme o synthase [EC:2.5.1.141]
116	Amac_MIT1002	K02258	3749	NZ_CABDXM010000001	M00154	cytochrome c oxidase assembly protein subunit 11
117	Amac_MIT1002	K02259	3744	NZ_CABDXM010000001	M00154	cytochrome c oxidase assembly protein subunit 15
118	Amac_MIT1002	K02275	3751	NZ_CABDXM010000001	M00155	cytochrome c oxidase subunit II [EC:7.1.1.9]
119	Amac_MIT1002	K02274	3750	NZ_CABDXM010000001	M00155	cytochrome c oxidase subunit I [EC:7.1.1.9]
120	Amac_MIT1002	K02276	3748	NZ_CABDXM010000001	M00155	cytochrome c oxidase subunit III [EC:7.1.1.9]
121	Amac_MIT1002	K00425	3568	NZ_CABDXM010000001	M00153	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
122	Amac_MIT1002	K00425	3346	NZ_CABDXM010000001	M00153	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
123	Amac_MIT1002	K00426	3347	NZ_CABDXM010000001	M00153	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
124	Amac_MIT1002	K00426	3567	NZ_CABDXM010000001	M00153	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
125	Amac_MIT1002	K00424	3566	NZ_CABDXM010000001	M00153	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
126	Amac_MIT1002	K02297	3647	NZ_CABDXM010000001	M00417	cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
127	Amac_MIT1002	K02298	3646	NZ_CABDXM010000001	M00417	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]
128	Amac_MIT1002	K02299	3645	NZ_CABDXM010000001	M00417	cytochrome o ubiquinol oxidase subunit III
129	Amac_MIT1002	K02300	3644	NZ_CABDXM010000001	M00417	cytochrome o ubiquinol oxidase subunit IV
130	Amac_MIT1002	K00404	1968	NZ_CABDXM010000001	M00156	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
131	Amac_MIT1002	K00405	1969	NZ_CABDXM010000001	M00156	cytochrome c oxidase cbb3-type subunit II
132	Amac_MIT1002	K00407	1970	NZ_CABDXM010000001	M00156	cytochrome c oxidase cbb3-type subunit IV
133	Amac_MIT1002	K00406	1971	NZ_CABDXM010000001	M00156	cytochrome c oxidase cbb3-type subunit III
134	Amac_MIT1002	K02111	3827	NZ_CABDXM010000001	M00157	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
135	Amac_MIT1002	K02112	3825	NZ_CABDXM010000001	M00157	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
136	Amac_MIT1002	K02113	3828	NZ_CABDXM010000001	M00157	F-type H+-transporting ATPase subunit delta
137	Amac_MIT1002	K02114	3824	NZ_CABDXM010000001	M00157	F-type H+-transporting ATPase subunit epsilon
138	Amac_MIT1002	K02115	3826	NZ_CABDXM010000001	M00157	F-type H+-transporting ATPase subunit gamma
139	Amac_MIT1002	K02108	3831	NZ_CABDXM010000001	M00157	F-type H+-transporting ATPase subunit a
140	Amac_MIT1002	K02109	3829	NZ_CABDXM010000001	M00157	F-type H+-transporting ATPase subunit b
141	Amac_MIT1002	K02110	3830	NZ_CABDXM010000001	M00157	F-type H+-transporting ATPase subunit c
142	Amac_MIT1002	K00645	1593	NZ_CABDXM010000001	M00082,M00873,M00874	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
143	Amac_MIT1002	K00648	1592	NZ_CABDXM010000001	M00082	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
144	Amac_MIT1002	K00647	2344	NZ_CABDXM010000001	M00083,M00572	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]
145	Amac_MIT1002	K09458	1596	NZ_CABDXM010000001	M00083,M00873,M00874,M00572	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
146	Amac_MIT1002	K00059	1594	NZ_CABDXM010000001	M00083,M00874,M00572	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
147	Amac_MIT1002	K00059	2099	NZ_CABDXM010000001	M00083,M00874,M00572	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
148	Amac_MIT1002	K00059	3060	NZ_CABDXM010000001	M00083,M00874,M00572	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
149	Amac_MIT1002	K02372	949	NZ_CABDXM010000001	M00083,M00572	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
150	Amac_MIT1002	K01716	1887	NZ_CABDXM010000001	M00083	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
151	Amac_MIT1002	K00209	3228	NZ_CABDXM010000001	M00083	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
152	Amac_MIT1002	K01897	2391	NZ_CABDXM010000001	M00086	long-chain acyl-CoA synthetase [EC:6.2.1.3]
153	Amac_MIT1002	K00249	1825	NZ_CABDXM010000001	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
154	Amac_MIT1002	K00249	2139	NZ_CABDXM010000001	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
155	Amac_MIT1002	K00249	1537	NZ_CABDXM010000001	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
156	Amac_MIT1002	K00249	79	NZ_CABDXM010000001	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
157	Amac_MIT1002	K06445	2050	NZ_CABDXM010000001	M00087	acyl-CoA dehydrogenase [EC:1.3.99.-]
158	Amac_MIT1002	K06445	2659	NZ_CABDXM010000001	M00087	acyl-CoA dehydrogenase [EC:1.3.99.-]
159	Amac_MIT1002	K07516	1611	NZ_CABDXM010000001	M00087	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
160	Amac_MIT1002	K01825	530	NZ_CABDXM010000001	M00087	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]
161	Amac_MIT1002	K01782	1194	NZ_CABDXM010000001	M00087	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
162	Amac_MIT1002	K00632	529	NZ_CABDXM010000001	M00087	acetyl-CoA acyltransferase [EC:2.3.1.16]
163	Amac_MIT1002	K01640	1533	NZ_CABDXM010000001	M00088,M00036	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
164	Amac_MIT1002	K00019	1339	NZ_CABDXM010000001	M00088	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
165	Amac_MIT1002	K00655	2954	NZ_CABDXM010000001	M00089	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
166	Amac_MIT1002	K14674	2377	NZ_CABDXM010000001	M00089,M00098	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]
167	Amac_MIT1002	K01046	3495	NZ_CABDXM010000001	M00098	triacylglycerol lipase [EC:3.1.1.3]
168	Amac_MIT1002	K00981	944	NZ_CABDXM010000001	M00093	phosphatidate cytidylyltransferase [EC:2.7.7.41]
169	Amac_MIT1002	K17103	2455	NZ_CABDXM010000001	M00093	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
170	Amac_MIT1002	K01613	455	NZ_CABDXM010000001	M00093	phosphatidylserine decarboxylase [EC:4.1.1.65]
171	Amac_MIT1002	K00764	2330	NZ_CABDXM010000001	M00048	amidophosphoribosyltransferase [EC:2.4.2.14]
172	Amac_MIT1002	K01945	3680	NZ_CABDXM010000001	M00048	phosphoribosylamine---glycine ligase [EC:6.3.4.13]
173	Amac_MIT1002	K11175	2048	NZ_CABDXM010000001	M00048	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
174	Amac_MIT1002	K01952	961	NZ_CABDXM010000001	M00048	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
175	Amac_MIT1002	K01933	2047	NZ_CABDXM010000001	M00048	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
176	Amac_MIT1002	K01589	481	NZ_CABDXM010000001	M00048	5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
177	Amac_MIT1002	K01588	480	NZ_CABDXM010000001	M00048	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
178	Amac_MIT1002	K01923	2033	NZ_CABDXM010000001	M00048	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
179	Amac_MIT1002	K01756	1677	NZ_CABDXM010000001	M00048,M00049	adenylosuccinate lyase [EC:4.3.2.2]
180	Amac_MIT1002	K00602	3678	NZ_CABDXM010000001	M00048	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
181	Amac_MIT1002	K01939	491	NZ_CABDXM010000001	M00049	adenylosuccinate synthase [EC:6.3.4.4]
182	Amac_MIT1002	K00939	2442	NZ_CABDXM010000001	M00049	adenylate kinase [EC:2.7.4.3]
183	Amac_MIT1002	K00940	2570	NZ_CABDXM010000001	M00049,M00050,M00052,M00053	nucleoside-diphosphate kinase [EC:2.7.4.6]
184	Amac_MIT1002	K00088	2556	NZ_CABDXM010000001	M00050	IMP dehydrogenase [EC:1.1.1.205]
185	Amac_MIT1002	K01951	2555	NZ_CABDXM010000001	M00050	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
186	Amac_MIT1002	K00942	98	NZ_CABDXM010000001	M00050	guanylate kinase [EC:2.7.4.8]
187	Amac_MIT1002	K13481	1447	NZ_CABDXM010000001	M00546	xanthine dehydrogenase small subunit [EC:1.17.1.4]
188	Amac_MIT1002	K13482	1446	NZ_CABDXM010000001	M00546	xanthine dehydrogenase large subunit [EC:1.17.1.4]
