unique_id	genome_name	ko	gene_caller_id	contig	modules_with_ko	ko_definition
66	Amac_AD45	K01638	2621	NC_018679	M00012	malate synthase [EC:2.3.3.9]
67	Amac_AD45	K00626	491	NC_018679	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
68	Amac_AD45	K00626	1653	NC_018679	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
69	Amac_AD45	K00626	1157	NC_018679	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
70	Amac_AD45	K00626	1583	NC_018679	M00373,M00375,M00374,M00088,M00095,M00849	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
71	Amac_AD45	K03781	3280	NC_018679	M00532	catalase [EC:1.11.1.6]
72	Amac_AD45	K03781	382	NC_018679	M00532	catalase [EC:1.11.1.6]
73	Amac_AD45	K03781	2318	NC_018679	M00532	catalase [EC:1.11.1.6]
74	Amac_AD45	K00600	475	NC_018679	M00532,M00346,M00140,M00141	glycine hydroxymethyltransferase [EC:2.1.2.1]
75	Amac_AD45	K00600	2503	NC_018679	M00532,M00346,M00140,M00141	glycine hydroxymethyltransferase [EC:2.1.2.1]
76	Amac_AD45	K00830	1931	NC_018679	M00532,M00346	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
77	Amac_AD45	K15918	2065	NC_018679	M00532	D-glycerate 3-kinase [EC:2.7.1.31]
78	Amac_AD45	K15918	2066	NC_018679	M00532	D-glycerate 3-kinase [EC:2.7.1.31]
79	Amac_AD45	K00281	2767	NC_018679	M00532	glycine dehydrogenase [EC:1.4.4.2]
80	Amac_AD45	K00605	2769	NC_018679	M00532	aminomethyltransferase [EC:2.1.2.10]
81	Amac_AD45	K02437	2768	NC_018679	M00532	glycine cleavage system H protein
82	Amac_AD45	K00140	3099	NC_018679	M00013	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
83	Amac_AD45	K01092	2595	NC_018679	M00131	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
84	Amac_AD45	K00855	3694	NC_018679	M00165,M00166,M00611,M00612	phosphoribulokinase [EC:2.7.1.19]
85	Amac_AD45	K01595	3241	NC_018679	M00168,M00172,M00171,M00170,M00173,M00374,M00346,M00614	phosphoenolpyruvate carboxylase [EC:4.1.1.31]
86	Amac_AD45	K00029	378	NC_018679	M00169,M00172	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
87	Amac_AD45	K00029	3399	NC_018679	M00169,M00172	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
88	Amac_AD45	K01007	1736	NC_018679	M00173,M00374,M00614	pyruvate, water dikinase [EC:2.7.9.2]
89	Amac_AD45	K01961	3674	NC_018679	M00376,M00082,M00613	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
90	Amac_AD45	K01962	917	NC_018679	M00376,M00082,M00613	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
91	Amac_AD45	K01963	2357	NC_018679	M00376,M00082,M00613	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
92	Amac_AD45	K02160	3673	NC_018679	M00376,M00082,M00613	acetyl-CoA carboxylase biotin carboxyl carrier protein
93	Amac_AD45	K01491	2561	NC_018679	M00377,M00140,M00618	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
94	Amac_AD45	K00297	3401	NC_018679	M00377,M00618	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
95	Amac_AD45	K13788	1360	NC_018679	M00579,M00617,M00618	phosphate acetyltransferase [EC:2.3.1.8]
96	Amac_AD45	K00925	1359	NC_018679	M00579,M00357,M00617,M00618	acetate kinase [EC:2.7.2.1]
97	Amac_AD45	K01895	3266	NC_018679	M00357,M00617	acetyl-CoA synthetase [EC:6.2.1.1]
98	Amac_AD45	K00018	3780	NC_018679	M00346	glycerate dehydrogenase [EC:1.1.1.29]
99	Amac_AD45	K00372	578	NC_018679	M00531,M00615	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
100	Amac_AD45	K00362	576	NC_018679	M00530	nitrite reductase (NADH) large subunit [EC:1.7.1.15]
101	Amac_AD45	K00363	577	NC_018679	M00530	nitrite reductase (NADH) small subunit [EC:1.7.1.15]
102	Amac_AD45	K00955	1142	NC_018679	M00176,M00616	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
103	Amac_AD45	K00957	1145	NC_018679	M00176,M00616	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
104	Amac_AD45	K00956	1142	NC_018679	M00176,M00616	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]
105	Amac_AD45	K00860	1144	NC_018679	M00176,M00616	adenylylsulfate kinase [EC:2.7.1.25]
106	Amac_AD45	K00390	3150	NC_018679	M00176,M00616	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
107	Amac_AD45	K00380	3152	NC_018679	M00176,M00616	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
108	Amac_AD45	K00381	3151	NC_018679	M00176,M00616	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
109	Amac_AD45	K00411	695	NC_018679	M00151,M00152	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
110	Amac_AD45	K00412	696	NC_018679	M00151,M00152	ubiquinol-cytochrome c reductase cytochrome b subunit
111	Amac_AD45	K00413	697	NC_018679	M00151,M00152	ubiquinol-cytochrome c reductase cytochrome c1 subunit
112	Amac_AD45	K02257	3754	NC_018679	M00154	heme o synthase [EC:2.5.1.141]
113	Amac_AD45	K02257	3658	NC_018679	M00154	heme o synthase [EC:2.5.1.141]
114	Amac_AD45	K02258	3760	NC_018679	M00154	cytochrome c oxidase assembly protein subunit 11
115	Amac_AD45	K02259	3755	NC_018679	M00154	cytochrome c oxidase assembly protein subunit 15
116	Amac_AD45	K02275	3762	NC_018679	M00155	cytochrome c oxidase subunit II [EC:7.1.1.9]
117	Amac_AD45	K02274	3761	NC_018679	M00155	cytochrome c oxidase subunit I [EC:7.1.1.9]
118	Amac_AD45	K02276	3759	NC_018679	M00155	cytochrome c oxidase subunit III [EC:7.1.1.9]
119	Amac_AD45	K00425	3357	NC_018679	M00153	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
120	Amac_AD45	K00425	3582	NC_018679	M00153	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
121	Amac_AD45	K00426	3581	NC_018679	M00153	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
122	Amac_AD45	K00426	3358	NC_018679	M00153	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
123	Amac_AD45	K00424	3580	NC_018679	M00153	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
124	Amac_AD45	K02297	3662	NC_018679	M00417	cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
125	Amac_AD45	K02298	3661	NC_018679	M00417	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]
126	Amac_AD45	K02299	3660	NC_018679	M00417	cytochrome o ubiquinol oxidase subunit III
127	Amac_AD45	K02300	3659	NC_018679	M00417	cytochrome o ubiquinol oxidase subunit IV
128	Amac_AD45	K00404	1962	NC_018679	M00156	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
129	Amac_AD45	K00405	1961	NC_018679	M00156	cytochrome c oxidase cbb3-type subunit II
130	Amac_AD45	K00407	1960	NC_018679	M00156	cytochrome c oxidase cbb3-type subunit IV
131	Amac_AD45	K00406	1959	NC_018679	M00156	cytochrome c oxidase cbb3-type subunit III
132	Amac_AD45	K00645	1635	NC_018679	M00082,M00873,M00874	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
133	Amac_AD45	K00648	1634	NC_018679	M00082	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
134	Amac_AD45	K00647	2366	NC_018679	M00083,M00572	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]
135	Amac_AD45	K09458	1638	NC_018679	M00083,M00873,M00874,M00572	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
136	Amac_AD45	K00059	1636	NC_018679	M00083,M00874,M00572	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
137	Amac_AD45	K00059	2124	NC_018679	M00083,M00874,M00572	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
138	Amac_AD45	K02372	912	NC_018679	M00083,M00572	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
139	Amac_AD45	K01716	1952	NC_018679	M00083	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
140	Amac_AD45	K00209	3239	NC_018679	M00083	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
141	Amac_AD45	K01897	2417	NC_018679	M00086	long-chain acyl-CoA synthetase [EC:6.2.1.3]
142	Amac_AD45	K00249	1889	NC_018679	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
143	Amac_AD45	K00249	2890	NC_018679	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
144	Amac_AD45	K00249	1581	NC_018679	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
145	Amac_AD45	K00249	84	NC_018679	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
146	Amac_AD45	K00249	2169	NC_018679	M00087,M00036	acyl-CoA dehydrogenase [EC:1.3.8.7]
147	Amac_AD45	K06445	2667	NC_018679	M00087	acyl-CoA dehydrogenase [EC:1.3.99.-]
148	Amac_AD45	K06445	2060	NC_018679	M00087	acyl-CoA dehydrogenase [EC:1.3.99.-]
149	Amac_AD45	K07516	1652	NC_018679	M00087	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
150	Amac_AD45	K01825	492	NC_018679	M00087	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]
151	Amac_AD45	K01782	1158	NC_018679	M00087	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
152	Amac_AD45	K00632	491	NC_018679	M00087	acetyl-CoA acyltransferase [EC:2.3.1.16]
153	Amac_AD45	K01640	1577	NC_018679	M00088,M00036	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
154	Amac_AD45	K00019	1325	NC_018679	M00088	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
155	Amac_AD45	K00655	3014	NC_018679	M00089	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
156	Amac_AD45	K14674	2403	NC_018679	M00089,M00098	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]
157	Amac_AD45	K01046	3508	NC_018679	M00098	triacylglycerol lipase [EC:3.1.1.3]
158	Amac_AD45	K00981	907	NC_018679	M00093	phosphatidate cytidylyltransferase [EC:2.7.7.41]
159	Amac_AD45	K17103	2469	NC_018679	M00093	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
160	Amac_AD45	K01613	414	NC_018679	M00093	phosphatidylserine decarboxylase [EC:4.1.1.65]
161	Amac_AD45	K00764	2353	NC_018679	M00048	amidophosphoribosyltransferase [EC:2.4.2.14]
162	Amac_AD45	K01945	3691	NC_018679	M00048	phosphoribosylamine---glycine ligase [EC:6.3.4.13]
163	Amac_AD45	K11175	2058	NC_018679	M00048	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
164	Amac_AD45	K01952	924	NC_018679	M00048	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
165	Amac_AD45	K01933	2057	NC_018679	M00048	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
166	Amac_AD45	K01589	443	NC_018679	M00048	5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
167	Amac_AD45	K01588	442	NC_018679	M00048	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
168	Amac_AD45	K01923	2043	NC_018679	M00048	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
169	Amac_AD45	K01756	1745	NC_018679	M00048,M00049	adenylosuccinate lyase [EC:4.3.2.2]
170	Amac_AD45	K00602	3689	NC_018679	M00048	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
171	Amac_AD45	K01939	454	NC_018679	M00049	adenylosuccinate synthase [EC:6.3.4.4]
172	Amac_AD45	K00939	2456	NC_018679	M00049	adenylate kinase [EC:2.7.4.3]
173	Amac_AD45	K00940	2581	NC_018679	M00049,M00050,M00052,M00053	nucleoside-diphosphate kinase [EC:2.7.4.6]
174	Amac_AD45	K00088	2569	NC_018679	M00050	IMP dehydrogenase [EC:1.1.1.205]
175	Amac_AD45	K01951	2568	NC_018679	M00050	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
176	Amac_AD45	K00942	102	NC_018679	M00050	guanylate kinase [EC:2.7.4.8]
177	Amac_AD45	K13481	1481	NC_018679	M00546	xanthine dehydrogenase small subunit [EC:1.17.1.4]
178	Amac_AD45	K13482	1480	NC_018679	M00546	xanthine dehydrogenase large subunit [EC:1.17.1.4]
179	Amac_AD45	K11177	2715	NC_018679	M00546	xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]
180	Amac_AD45	K11178	2714	NC_018679	M00546	xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
181	Amac_AD45	K13483	2713	NC_018679	M00546	xanthine dehydrogenase YagT iron-sulfur-binding subunit
182	Amac_AD45	K07127	1477	NC_018679	M00546	5-hydroxyisourate hydrolase [EC:3.5.2.17]
183	Amac_AD45	K16840	1478	NC_018679	M00546	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
184	Amac_AD45	K16842	1483	NC_018679	M00546	allantoinase [EC:3.5.2.5]
185	Amac_AD45	K01955	1352	NC_018679	M00051	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
186	Amac_AD45	K01956	1351	NC_018679	M00051	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
187	Amac_AD45	K00609	348	NC_018679	M00051	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
188	Amac_AD45	K01465	1664	NC_018679	M00051	dihydroorotase [EC:3.5.2.3]
189	Amac_AD45	K00254	1946	NC_018679	M00051	dihydroorotate dehydrogenase [EC:1.3.5.2]
190	Amac_AD45	K00762	3797	NC_018679	M00051	orotate phosphoribosyltransferase [EC:2.4.2.10]
191	Amac_AD45	K01591	2024	NC_018679	M00051	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
192	Amac_AD45	K09903	904	NC_018679	M00052	uridylate kinase [EC:2.7.4.22]
193	Amac_AD45	K01937	853	NC_018679	M00052	CTP synthase [EC:6.3.4.2]
194	Amac_AD45	K00525	2035	NC_018679	M00053	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
195	Amac_AD45	K00526	2036	NC_018679	M00053	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]
196	Amac_AD45	K01494	2328	NC_018679	M00053	dCTP deaminase [EC:3.5.4.13]
197	Amac_AD45	K00560	529	NC_018679	M00053	thymidylate synthase [EC:2.1.1.45]
198	Amac_AD45	K00943	1641	NC_018679	M00053	dTMP kinase [EC:2.7.4.9]
199	Amac_AD45	K00058	2792	NC_018679	M00020	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
200	Amac_AD45	K00831	2032	NC_018679	M00020,M00124	phosphoserine aminotransferase [EC:2.6.1.52]
201	Amac_AD45	K01079	2509	NC_018679	M00020	phosphoserine phosphatase [EC:3.1.3.3]
202	Amac_AD45	K00928	648	NC_018679	M00018,M00033,M00017,M00016,M00525,M00526,M00527	aspartate kinase [EC:2.7.2.4]
203	Amac_AD45	K12524	2906	NC_018679	M00018,M00017,M00016,M00526,M00527	bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]
204	Amac_AD45	K00133	2360	NC_018679	M00018,M00033,M00017,M00016,M00525,M00526,M00527	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
205	Amac_AD45	K00133	1237	NC_018679	M00018,M00033,M00017,M00016,M00525,M00526,M00527	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
206	Amac_AD45	K00872	2905	NC_018679	M00018	homoserine kinase [EC:2.7.1.39]
207	Amac_AD45	K01733	2904	NC_018679	M00018	threonine synthase [EC:4.2.3.1]
208	Amac_AD45	K00108	2689	NC_018679	M00555	choline dehydrogenase [EC:1.1.99.1]
209	Amac_AD45	K00108	2398	NC_018679	M00555	choline dehydrogenase [EC:1.1.99.1]
210	Amac_AD45	K00130	2688	NC_018679	M00555	betaine-aldehyde dehydrogenase [EC:1.2.1.8]
211	Amac_AD45	K00640	144	NC_018679	M00021	serine O-acetyltransferase [EC:2.3.1.30]
212	Amac_AD45	K00640	2593	NC_018679	M00021	serine O-acetyltransferase [EC:2.3.1.30]
213	Amac_AD45	K01738	2075	NC_018679	M00021	cysteine synthase [EC:2.5.1.47]
214	Amac_AD45	K00789	755	NC_018679	M00609,M00034,M00035,M00368	S-adenosylmethionine synthetase [EC:2.5.1.6]
215	Amac_AD45	K01243	2277	NC_018679	M00609,M00034	adenosylhomocysteine nucleosidase [EC:3.2.2.9]
216	Amac_AD45	K01243	3621	NC_018679	M00609,M00034	adenosylhomocysteine nucleosidase [EC:3.2.2.9]
217	Amac_AD45	K01243	2965	NC_018679	M00609,M00034	adenosylhomocysteine nucleosidase [EC:3.2.2.9]
