SeqID	Protein Name	Genome_Location	Species_Accession	Species_Description	PPSVM_Localization	PPSVM_Details	Profile_Localization	Profile_Details	Signal_Localization	Signal_Details	SCL-BLASTe_Localization	SCL-BLASTe_Details	CMSVM_Localization	CMSVM_Details	SCL-BLAST_Localization	SCL-BLAST_Details	OMPMotif_Localization	OMPMotif_Details	OMSVM_Localization	OMSVM_Details	Motif_Localization	Motif_Details	CytoSVM_Localization	CytoSVM_Details	CWSVM_Localization	CWSVM_Details	ModHMM_Localization	ModHMM_Details	ECSVM_Localization	ECSVM_Details	Cytoplasmic Membrane_Score	Extracellular_Score	Outer Membrane_Score	Periplasmic_Score	Cytoplasmic_Score	Final_Localization	Final_Localization_2	Final_Localization_Comments	Secondary_Localization	Final_Score	PSortVersion
ref|WP_014947721.1	cytochrome c4	c15436..16059	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Periplasmic		Unknown	No matches to profiles found	Non-Cytoplasmic	Signal peptide detected	Unknown	No matches against database	Unknown		Periplasmic	matched 2493972: Periplasmic protein	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		0.00	0.00	0.00	9.99	0.00	Periplasmic				9.99	3.00
ref|WP_014947722.1	YihA family ribosome biogenesis GTP-binding protein	16234..16869	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.51	0.26	0.01	0.26	8.96	Cytoplasmic				8.96	3.00
ref|WP_014947723.1	DNA polymerase I	c17286..20078	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15600686: DNA polymerase I[Pseudomonas aeruginosa PAO1]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.01	0.00	0.00	0.01	9.97	Cytoplasmic				9.97	3.00
ref|WP_014947724.1	glutamine amidotransferase	20500..21153	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15600438: conserved hypothetical protein[Pseudomonas aeruginosa PAO1]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		0.24	0.01	0.01	0.48	9.26	Cytoplasmic				9.26	3.00
ref|WP_014947725.1	potassium transporter	21419..22870	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	CytoplasmicMembrane		CytoplasmicMembrane	matched 1174773: Cytoplasmic membrane integral membrane protein	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				CytoplasmicMembrane	11 internal helices found	Unknown		9.99	0.00	0.00	0.00	0.00	Cytoplasmic Membrane				9.99	3.00
ref|WP_014947726.1	Trk system potassium transport protein TrkA	c22984..24363	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		CytoplasmicMembrane	matched 61248979: Trk system potassium uptake protein trkA	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		7.88	0.00	0.00	0.00	2.11	Cytoplasmic Membrane				7.88	3.00
ref|WP_014947727.1	16S rRNA (cytosine(967)-C(5))-methyltransferase	c24428..25747	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15595215: conserved hypothetical protein[Pseudomonas aeruginosa PAO1]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		0.24	0.01	0.01	0.48	9.26	Cytoplasmic				9.26	3.00
ref|WP_014947728.1	methionyl-tRNA formyltransferase	c25750..26700	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 16131167: 10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase [Escherichia coli K12]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.01	0.00	0.00	0.01	9.97	Cytoplasmic				9.97	3.00
ref|WP_014947729.1	peptide deformylase	c26709..27218	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15595217: polypeptide deformylase[Pseudomonas aeruginosa PAO1]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.01	0.00	0.00	0.01	9.97	Cytoplasmic				9.97	3.00
ref|WP_014947730.1	peptidoglycan-binding protein	27435..28508	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Non-Cytoplasmic	Signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		4.90	2.50	0.10	2.50	0.00	Unknown		 (This protein may have multiple localization sites.)		4.90	3.00
ref|WP_014947731.1	DNA-processing protein DprA	28548..29657	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		2.00	2.00	2.00	2.00	2.00	Unknown				2.00	3.00
ref|WP_014947732.1	DUF494 domain-containing protein	29659..30135	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.51	0.26	0.01	0.26	8.96	Cytoplasmic				8.96	3.00
ref|WP_014947733.1	hypothetical protein	30221..30763	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		2.00	2.00	2.00	2.00	2.00	Unknown				2.00	3.00
ref|WP_014947734.1	L-threonylcarbamoyladenylate synthase type 1 TsaC	30808..31413	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		2.00	2.00	2.00	2.00	2.00	Unknown				2.00	3.00
ref|WP_014947735.1	coproporphyrinogen III oxidase	31410..32342	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 16130361: coproporphyrinogen III oxidase [Escherichia coli K12]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.01	0.00	0.00	0.01	9.97	Cytoplasmic				9.97	3.00
ref|WP_014947736.1	membrane protein	32576..33256	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Non-Cytoplasmic	Signal peptide detected	Unknown	No matches against database	Unknown		OuterMembrane	matched 14548346: Outer membrane protein W precursor	Unknown	No motifs found	OuterMembrane		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		0.00	0.00	9.99	0.00	0.00	Outer Membrane				9.99	3.00
ref|WP_014947737.1	hemoglobin-like oxygen-binding protein	c33381..33812	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.51	0.26	0.01	0.26	8.96	Cytoplasmic				8.96	3.00
ref|WP_014947738.1	shikimate dehydrogenase	33811..34650	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15595223: shikimate dehydrogenase[Pseudomonas aeruginosa PAO1]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		0.24	0.01	0.01	0.48	9.26	Cytoplasmic				9.26	3.00
ref|WP_014947739.1	gamma carbonic anhydrase family protein	c34647..35189	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15595264: conserved hypothetical protein[Pseudomonas aeruginosa PAO1]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.01	0.00	0.00	0.01	9.97	Cytoplasmic				9.97	3.00
ref|WP_014947740.1	CDP-glycerol glycerophosphotransferase	35534..36445	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.51	0.26	0.01	0.26	8.96	Cytoplasmic				8.96	3.00
ref|WP_014947741.1	acyloxyacyl hydrolase	c41731..42261	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Non-Cytoplasmic	Signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	1 internal helix found	Unknown		2.50	2.50	2.50	2.50	0.00	Unknown				2.50	3.00
ref|WP_014947742.1	hypothetical protein	c42398..43228	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Non-Cytoplasmic	Signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		2.50	2.50	2.50	2.50	0.00	Unknown				2.50	3.00
ref|WP_014947743.1	hypothetical protein	c43209..44000	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		2.00	2.00	2.00	2.00	2.00	Unknown				2.00	3.00
ref|WP_014947744.1	error-prone DNA polymerase	c44142..47231	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 118794: Cytoplasmic protein	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		0.24	0.01	0.01	0.48	9.26	Cytoplasmic				9.26	3.00
ref|WP_014947745.1	DNA repair nucleotidyltransferase	c47268..48755	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15595867: hypothetical protein[Pseudomonas aeruginosa PAO1]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		0.24	0.01	0.01	0.48	9.26	Cytoplasmic				9.26	3.00
ref|WP_014947746.1	recombinase RecA	c48755..49507	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Periplasmic		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		0.01	0.14	0.01	9.83	0.01	Periplasmic				9.83	3.00
ref|WP_014947747.1	hypothetical protein	c49755..50267	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	CytoplasmicMembrane		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	1 internal helix found	Unknown		9.82	0.01	0.01	0.12	0.04	Cytoplasmic Membrane				9.82	3.00
ref|WP_014947748.1	DUF885 domain-containing protein	c50270..52021	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Non-Cytoplasmic	Signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		4.90	2.50	0.10	2.50	0.00	Unknown		 (This protein may have multiple localization sites.)		4.90	3.00
ref|WP_014947749.1	hypothetical protein	c52060..52395	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.51	0.26	0.01	0.26	8.96	Cytoplasmic				8.96	3.00
ref|WP_014947750.1	peptidase M28	52585..54222	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Non-Cytoplasmic	Signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		2.50	2.50	2.50	2.50	0.00	Unknown				2.50	3.00
ref|WP_012516568.1	nucleoid occlusion factor SlmA	c54466..55053	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 73620920: HTH-type protein slmA	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.01	0.00	0.00	0.01	9.97	Cytoplasmic				9.97	3.00
ref|WP_014947751.1	phosphopantothenoylcysteine decarboxylase	c55169..56398	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15600513: Phosphopantothenoylcysteine synthase/(R)-4'-phospho-N-pantothenoylcysteine decarboxylase[Pseudomonas aeruginosa PAO1]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		0.24	0.01	0.01	0.48	9.26	Cytoplasmic				9.26	3.00
ref|WP_014947752.1	hypothetical protein	56608..57285	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15600512: DNA repair protein RadC[Pseudomonas aeruginosa PAO1]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.01	0.00	0.00	0.01	9.97	Cytoplasmic				9.97	3.00
ref|WP_014947753.1	hypothetical protein	57378..57731	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Non-Cytoplasmic	Signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	2 internal helices found	Extracellular		0.01	9.65	0.23	0.11	0.00	Extracellular				9.65	3.00
ref|WP_014947754.1	YjbF family lipoprotein	57826..58515	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	1 internal helix found	Unknown		2.00	2.00	2.00	2.00	2.00	Unknown				2.00	3.00
ref|WP_014947755.1	hypothetical protein	58515..59264	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Non-Cytoplasmic	Signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		2.50	2.50	2.50	2.50	0.00	Unknown				2.50	3.00
ref|WP_014947756.1	YjbH domain-containing protein	59368..61362	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		2.00	2.00	2.00	2.00	2.00	Unknown				2.00	3.00
ref|WP_014947757.1	50S ribosomal protein L28	61700..61936	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15600609: |50S ribosomal protein L28|5986119 - 5985883	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		0.24	0.01	0.01	0.48	9.26	Cytoplasmic				9.26	3.00
ref|WP_012516577.1	50S ribosomal protein L33	61948..62103	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15600508: |50S ribosomal protein L33|5985871 - 5985716	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		0.24	0.01	0.01	0.48	9.26	Cytoplasmic				9.26	3.00
ref|WP_014947758.1	hypothetical protein	62370..62834	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	1 internal helix found	Unknown		2.00	2.00	2.00	2.00	2.00	Unknown				2.00	3.00
ref|WP_014947759.1	DNA-formamidopyrimidine glycosylase	62835..63644	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15595554: formamidopyrimidine-DNA glycosylase[Pseudomonas aeruginosa PAO1]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		0.24	0.01	0.01	0.48	9.26	Cytoplasmic				9.26	3.00
ref|WP_014947760.1	pantetheine-phosphate adenylyltransferase	c63663..64151	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Cytoplasmic	matched 15595560: phosphopantetheine adenylyltransferase[Pseudomonas aeruginosa PAO1]	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		0.01	0.00	0.00	0.01	9.97	Cytoplasmic				9.97	3.00
ref|WP_014947761.1	3-deoxy-D-manno-octulosonic acid kinase	c64250..64981	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		CytoplasmicMembrane	matched 6831714: 3-deoxy-D-manno-octulosonic acid kinase	Unknown	No motifs found	Unknown		Unknown	No motifs found	Cytoplasmic				Unknown	No internal helices found	Unknown		7.88	0.00	0.00	0.00	2.11	Cytoplasmic Membrane				7.88	3.00
ref|WP_014947762.1	hypothetical protein	65461..65934	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Non-Cytoplasmic	Signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		2.50	2.50	2.50	2.50	0.00	Unknown				2.50	3.00
ref|WP_014947763.1	hypothetical protein	65931..67106	NC_018632.1	Alteromonas macleodii ATCC 27126, complete genome.	Unknown		Unknown	No matches to profiles found	Unknown	No signal peptide detected	Unknown	No matches against database	Unknown		Unknown	No matches against database	Unknown	No motifs found	Unknown		Unknown	No motifs found	Unknown				Unknown	No internal helices found	Unknown		2.00	2.00	2.00	2.00	2.00	Unknown				2.00	3.00
